range_-100_-95,range_-105_-100,range_-10_-5,range_-110_-105,range_-115_-110,range_-120_-115,range_-125_-120,range_-130_-125,range_-135_-130,range_-140_-135,range_-145_-140,range_-150_-145,range_-155_-150,range_-15_-10,range_-160_-155,range_-165_-160,range_-170_-165,range_-175_-170,range_-180_-175,range_-185_-180,range_-190_-185,range_-195_-190,range_-200_-195,range_-20_-15,range_-25_-20,range_-30_-25,range_-35_-30,range_-40_-35,range_-45_-40,range_-50_-45,range_-55_-50,range_-5_0,range_-60_-55,range_-65_-60,range_-70_-65,range_-75_-70,range_-80_-75,range_-85_-80,range_-90_-85,range_-95_-90,range_0_5,range_100_105,range_105_110,range_10_15,range_110_115,range_115_120,range_120_125,range_125_130,range_130_135,range_135_140,range_140_145,range_145_150,range_150_155,range_155_160,range_15_20,range_160_165,range_165_170,range_170_175,range_175_180,range_180_185,range_185_190,range_190_195,range_20_25,range_25_30,range_30_35,range_35_40,range_40_45,range_45_50,range_50_55,range_55_60,range_5_10,range_60_65,range_65_70,range_70_75,range_75_80,range_80_85,range_85_90,range_90_95,range_95_100
4,1,566,1,2,1,0,0,2,0,0,0,0,275,0,0,0,0,0,0,0,0,0,139,105,76,47,32,21,13,10,6350,7,8,7,8,6,2,6,2,64041,3,1,7567,0,3,0,3,2,0,1,1,2,1,672,0,0,0,0,0,0,0,263,138,110,77,66,31,17,10,69252,12,12,5,7,4,3,3,2
1,3,450,0,2,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,74,60,24,29,18,16,12,9,5699,8,6,9,8,9,1,1,2,63803,0,1,7578,0,0,1,1,0,1,0,2,1,0,522,0,0,0,0,0,0,0,174,87,46,28,20,21,14,15,71059,12,9,5,7,7,2,2,2
0,4,914,2,2,4,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,190,85,63,36,26,29,17,15,6131,13,10,16,2,6,2,4,5,60498,5,3,9089,1,1,1,3,0,2,0,0,0,0,1055,0,0,0,0,0,0,0,401,195,103,59,37,35,33,20,70457,21,9,10,3,8,5,5,3
0,0,776,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,171,115,50,36,30,23,20,17,6675,20,12,6,2,1,0,0,0,61633,0,0,9121,0,0,0,0,0,0,0,0,0,0,933,0,0,0,0,0,0,0,337,132,99,55,55,48,33,11,69249,12,7,9,7,4,4,4,1
0,0,511,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,84,37,16,7,3,0,0,0,6271,0,0,0,0,0,0,0,0,64748,0,0,7480,0,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0,213,79,41,16,2,4,0,0,69732,0,0,0,0,0,0,0,0
3,4,732,8,2,1,3,1,1,0,1,0,0,340,0,0,0,0,0,0,0,0,0,223,122,95,80,56,50,32,31,6787,16,17,14,13,10,9,8,6,65077,7,7,7232,4,4,3,3,5,1,1,0,1,0,744,0,0,0,0,0,0,0,353,209,120,94,68,51,45,36,67134,25,34,19,26,10,7,9,6
0,1,785,0,1,2,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,182,105,69,39,36,24,22,11,7265,14,10,1,4,8,0,0,1,65486,2,0,7574,0,2,1,1,0,0,0,0,2,0,820,0,0,1,1,0,1,0,310,160,115,80,57,34,28,15,66387,7,3,2,2,2,0,0,0
9,5,905,3,3,5,6,3,1,1,3,1,0,276,0,0,0,1,1,0,0,0,0,126,92,39,29,21,29,20,17,7216,9,7,8,5,4,6,9,3,63054,7,4,8906,4,2,1,4,2,0,1,0,5,3,976,0,2,3,2,1,0,0,320,133,78,42,36,21,25,20,67401,9,17,11,10,8,3,9,4
0,0,819,1,0,2,0,1,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,121,67,54,24,24,23,12,11,8262,9,3,4,5,3,4,3,2,67444,2,2,7346,1,3,0,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,267,123,76,51,38,17,15,13,64024,13,7,6,2,2,3,3,1
0,3,811,2,3,0,1,1,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,152,95,52,55,33,25,22,12,7434,13,11,3,8,4,1,5,1,66395,1,0,7683,0,0,0,0,1,0,0,0,1,0,742,0,0,1,0,0,1,0,304,163,107,60,39,24,28,16,65360,18,9,7,11,4,8,2,3
0,0,822,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,164,78,46,23,19,8,8,8,7263,6,5,2,0,4,0,1,2,64032,1,0,7949,1,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,344,177,109,50,33,13,10,8,67524,3,2,4,3,5,0,0,1
0,0,1036,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,152,68,28,17,7,4,1,0,8002,0,0,0,0,0,0,0,0,65240,0,0,8001,0,0,0,0,0,0,0,0,0,0,1063,0,0,0,0,0,0,0,370,174,76,32,20,8,2,0,65352,0,0,0,0,0,0,0,0
0,0,687,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,100,41,20,5,6,5,3,3,7054,0,0,0,0,0,0,0,0,66492,0,0,7091,0,0,0,0,0,0,0,0,0,0,677,0,0,0,0,0,0,0,210,88,62,25,14,9,5,0,67192,0,0,0,0,0,0,0,0
0,0,749,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,145,68,43,46,25,13,5,2,6734,2,6,3,0,0,0,0,0,62315,0,0,8759,0,0,0,0,0,0,0,0,0,0,814,0,0,0,0,0,0,0,257,134,87,51,17,21,9,13,69362,12,7,2,6,0,2,1,0
1,0,605,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,104,43,45,24,24,15,9,6,6434,2,4,2,2,1,0,2,0,63323,0,0,8539,0,0,0,0,0,0,0,0,0,0,657,0,0,0,0,0,0,0,212,105,57,42,27,21,18,14,69450,7,6,1,0,1,1,2,0
2,4,867,6,5,4,1,1,3,1,1,0,2,344,0,0,1,0,0,0,0,1,0,188,109,83,57,34,28,12,9,7594,16,3,6,7,6,5,5,5,64297,2,3,8301,2,5,2,4,1,1,2,1,4,1,865,0,1,4,1,0,2,1,367,174,113,64,50,49,22,25,66165,13,12,2,8,5,6,5,4
0,0,1164,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,230,126,62,42,18,15,7,3,7528,3,1,0,0,0,0,0,0,61962,0,0,8949,0,0,0,0,0,0,0,0,0,0,1243,0,0,0,0,0,0,0,484,236,120,81,43,25,11,11,67119,8,3,2,0,0,0,0,0
0,0,802,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,155,96,58,47,27,21,18,13,7925,8,6,1,0,2,1,0,0,66983,0,1,7386,1,1,1,0,0,0,0,0,0,0,760,0,0,0,0,0,0,0,304,139,89,41,27,22,13,15,64677,16,9,9,5,3,2,2,1
0,4,1216,3,1,3,2,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,286,159,102,66,51,31,33,26,8475,22,13,8,6,6,3,6,1,63638,5,1,8527,0,2,2,2,0,1,2,0,0,0,1297,0,0,0,0,0,0,0,529,242,142,88,60,57,30,20,64273,21,19,16,10,14,5,6,1
3,0,885,0,0,1,1,2,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,183,106,71,44,47,20,18,13,7818,7,11,8,9,4,4,3,0,65356,2,2,7964,1,0,2,0,2,0,2,0,0,0,960,0,0,0,0,0,0,0,385,204,120,66,33,29,26,16,65130,10,10,5,6,4,2,6,2
0,0,586,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,100,36,9,7,3,2,2,0,6264,0,0,0,0,0,0,0,0,62892,0,0,8647,0,0,0,0,0,0,0,0,0,0,707,0,0,0,0,0,0,0,226,104,55,15,4,7,3,1,70110,0,0,0,0,0,0,0,0
2,1,843,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,195,131,97,44,42,34,11,18,7313,3,2,1,0,1,0,1,0,63125,0,2,8502,1,0,0,0,0,0,0,0,0,0,918,0,0,0,0,0,0,0,375,210,147,84,54,32,33,17,67407,9,5,1,1,2,1,2,1
8,3,1001,1,4,6,4,4,2,1,2,2,2,438,0,1,0,1,2,3,0,0,3,235,148,117,81,55,33,38,26,7676,18,15,13,15,4,12,9,5,61776,10,5,9436,3,1,3,3,2,3,1,0,1,2,1103,2,2,4,2,0,1,1,436,244,170,105,88,56,46,36,66319,32,25,26,21,18,8,12,6
0,0,1287,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,258,156,72,44,26,21,7,5,8574,3,4,1,2,3,2,4,0,61248,0,0,9667,0,0,0,0,0,0,0,0,0,0,1376,0,0,0,0,0,0,0,531,270,171,71,40,31,19,9,65541,9,11,8,5,3,1,2,0
3,2,992,0,1,0,0,1,1,2,1,0,0,374,2,1,1,0,1,1,0,0,0,203,121,77,71,56,29,27,24,7462,39,18,20,8,8,9,7,4,61938,3,0,9074,4,5,3,0,1,3,3,2,0,0,1127,0,0,0,0,0,0,0,422,221,134,85,57,59,34,36,67093,28,26,19,14,18,13,9,3
3,1,800,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,126,64,63,37,24,23,11,13,7044,8,5,7,8,9,5,4,3,61053,2,3,9617,0,1,1,0,0,0,0,1,1,0,889,0,0,1,1,0,1,0,268,117,72,55,42,19,28,22,69285,14,14,5,5,4,2,2,1
0,0,720,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,207,98,53,41,23,10,4,2,5805,3,0,2,0,1,0,0,0,60564,0,0,8969,0,0,0,0,0,0,0,0,0,0,860,0,0,0,0,0,0,0,381,162,90,60,39,26,9,5,71536,13,3,3,0,1,1,1,1
2,0,935,1,4,2,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,169,108,80,49,32,21,10,8,7622,3,5,6,4,2,5,4,3,63260,1,1,8563,1,1,2,2,1,0,0,0,0,0,912,0,0,0,0,0,0,0,347,195,124,63,47,37,22,10,66994,12,6,7,4,3,3,4,1
0,0,776,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,154,111,60,52,28,15,15,4,6691,4,0,3,1,0,0,0,0,62984,0,0,8296,0,0,0,0,0,0,0,0,0,0,854,0,0,0,0,0,0,0,339,147,102,84,40,22,19,12,68870,13,8,2,2,2,1,0,0
0,0,1054,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,130,62,18,9,4,0,2,0,7769,0,0,0,0,0,0,0,0,61803,0,0,9662,0,0,0,0,0,0,0,0,0,0,1143,0,0,0,0,0,0,0,391,117,67,27,14,7,3,1,67409,0,2,0,1,0,0,0,0
0,0,813,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,184,104,59,42,45,33,24,13,6638,6,1,1,2,0,0,0,0,61689,1,1,9081,1,0,0,0,0,0,0,0,0,0,976,0,0,0,0,0,0,0,326,180,92,77,45,31,26,22,69144,13,6,1,2,1,2,2,2
0,2,1220,1,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,174,106,70,37,14,14,7,4,7614,5,3,1,2,0,0,0,2,59337,1,1,10281,0,0,0,0,0,0,0,0,0,0,1380,0,0,0,0,0,0,0,458,232,110,64,49,27,21,5,68300,3,1,3,1,1,0,2,1
3,0,957,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,176,108,60,45,21,15,11,9,9341,2,5,1,1,2,2,1,1,68259,0,0,7369,0,0,0,0,0,0,0,0,0,0,890,0,0,0,0,0,0,0,324,166,96,61,34,22,15,9,61588,4,7,6,4,2,0,4,2
0,0,763,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,130,84,52,36,16,11,10,2,8523,0,0,0,0,0,0,0,0,69052,0,0,6942,0,0,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,238,121,76,50,30,15,12,8,62812,3,3,1,2,0,0,0,0
0,0,1527,2,0,0,1,1,1,0,0,0,0,679,0,0,0,0,0,0,0,0,0,366,211,108,78,53,33,18,13,9694,5,5,2,3,1,0,0,0,66315,0,0,7825,0,0,0,0,0,0,0,0,0,0,1475,0,0,0,0,0,0,0,560,307,199,132,70,55,36,22,60173,13,11,5,1,0,0,0,0
2,2,1268,3,1,2,2,3,0,1,2,3,2,481,2,0,0,0,0,0,0,0,0,190,123,69,26,22,18,16,16,9571,8,6,3,5,3,4,2,3,66574,2,3,7845,2,2,2,0,0,0,0,0,2,0,1145,0,1,0,0,1,0,0,425,239,140,64,43,26,11,11,61549,9,9,6,6,10,2,4,0
5,2,1545,1,1,0,0,0,1,1,0,1,1,584,0,0,0,0,0,0,0,0,0,245,137,66,42,35,25,13,12,11014,12,4,5,2,2,2,3,2,67894,2,1,7689,1,0,2,1,1,1,1,0,0,0,1255,0,0,0,0,0,0,0,469,242,142,79,40,34,18,5,58320,8,8,4,3,4,3,4,6
0,0,1379,1,1,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,205,94,47,40,22,15,8,15,9985,7,8,3,4,5,7,6,8,66057,6,1,8372,0,2,0,2,0,0,0,2,0,1,1308,0,0,0,0,0,0,0,416,192,90,58,34,19,17,9,61060,7,4,6,2,5,7,4,5
0,0,1151,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,217,88,60,33,19,12,3,6,9645,0,1,0,0,0,0,0,0,66867,0,0,8043,0,0,0,0,0,0,0,0,0,0,1133,0,0,0,0,0,0,0,420,196,113,41,35,18,5,7,61468,4,0,1,0,0,1,1,1
0,0,971,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,112,55,26,21,7,1,0,0,9149,0,0,0,0,0,0,0,0,67346,0,0,7969,0,0,0,0,0,0,0,0,0,0,845,0,0,0,0,0,0,0,271,120,60,36,10,10,3,0,62717,0,0,0,0,0,0,0,0
8,1,1077,1,2,2,1,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,163,119,73,38,31,16,15,11,9654,14,12,9,8,5,7,3,5,66619,4,1,8079,3,1,1,1,0,2,0,1,0,0,1005,0,0,0,0,0,0,0,342,156,98,63,54,32,26,20,61844,14,9,11,9,7,5,6,6
0,0,973,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,190,143,54,34,22,16,8,11,8643,8,3,1,0,0,2,0,1,66173,0,1,7988,2,0,0,0,0,0,0,0,0,0,953,0,0,0,0,0,0,0,339,195,134,67,30,31,13,16,63553,8,6,4,1,2,0,1,1
1,0,1289,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,228,107,62,37,17,15,8,6,9692,3,4,4,2,1,4,0,3,64396,0,0,8913,0,0,0,2,0,0,0,1,1,0,1203,0,2,0,1,0,0,0,409,170,90,64,30,23,16,12,62731,4,5,5,2,4,2,0,2
8,7,1384,1,4,1,3,0,4,1,1,0,2,487,0,0,0,2,0,0,1,1,1,279,147,88,67,45,49,26,22,9942,17,21,20,18,7,14,3,5,65506,5,10,8227,7,2,3,3,0,5,4,2,2,3,1247,0,0,0,0,0,0,0,488,261,154,99,73,56,42,23,60994,17,27,14,12,13,9,11,3
7,2,1541,2,1,3,0,1,0,2,1,0,0,648,1,2,0,2,0,1,1,1,0,344,186,95,58,32,22,14,13,9664,15,8,7,4,8,5,0,0,62435,1,1,9493,3,3,0,3,3,4,1,2,1,1,1595,1,0,0,0,2,0,0,613,336,183,101,85,33,28,18,62302,4,6,9,6,8,9,7,4
5,4,1429,3,1,1,0,1,2,1,1,0,0,548,0,0,0,0,0,0,0,0,0,282,185,112,68,53,42,26,12,8902,10,13,14,4,6,6,5,6,60578,3,3,10427,2,2,2,2,2,0,0,1,0,0,1564,0,0,0,0,0,0,0,638,329,189,103,70,52,27,17,64146,16,25,12,16,9,10,8,5
1,4,1457,2,2,2,0,5,1,0,0,0,0,529,0,0,3,0,1,1,0,0,0,272,141,74,71,35,20,16,15,9029,10,6,9,1,7,4,3,5,61488,2,2,10220,3,1,1,1,4,1,0,2,2,1,1502,0,3,3,0,1,1,0,563,234,119,87,57,39,24,19,63829,13,10,11,7,4,8,4,6
5,0,1265,1,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,245,164,92,74,48,46,26,19,8788,12,3,8,5,2,7,9,3,63006,3,2,9034,1,1,2,2,2,1,0,2,1,0,1211,0,0,0,0,0,0,0,462,270,183,97,70,48,30,23,64177,23,8,7,6,3,3,2,0
0,0,1768,0,0,0,0,0,0,0,0,0,0,683,0,0,0,0,0,0,0,0,0,350,185,126,58,68,33,24,9,10113,13,8,5,6,5,3,1,1,60755,2,0,10600,2,1,0,1,1,0,2,0,0,0,1802,0,0,0,0,0,0,0,702,376,228,110,84,50,43,23,61706,15,9,13,10,3,1,0,2
0,0,1592,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,210,121,53,40,12,13,17,10,9957,10,4,0,4,3,2,2,0,64099,0,0,9418,0,0,0,0,0,0,0,0,0,0,1459,0,0,0,0,0,0,0,489,204,109,65,42,26,13,17,61472,8,11,6,4,4,3,2,0
0,0,1312,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,231,172,100,62,27,34,24,19,9482,17,8,2,5,1,0,1,2,65533,0,1,8655,0,0,0,0,1,0,1,0,0,2,1141,0,1,0,0,0,0,0,473,261,164,96,79,38,31,14,61505,15,4,3,5,3,2,0,1
0,0,1336,0,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,246,168,112,70,57,56,27,18,9210,25,16,9,8,7,1,0,0,64342,1,1,8706,0,0,0,0,0,0,0,0,0,0,1349,0,0,0,0,0,0,0,538,244,170,115,81,61,46,30,62342,25,16,7,4,8,2,3,2
1,1,1482,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,223,128,105,61,45,36,19,9,11306,10,9,9,4,4,4,2,2,66263,3,1,8662,1,0,3,2,2,0,0,0,0,0,1286,0,0,0,0,0,0,0,419,230,141,91,63,40,17,15,58787,11,7,3,10,6,0,1,2
0,0,1509,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,294,156,81,45,21,21,12,6,10195,2,4,0,1,0,0,0,0,64933,0,0,8968,0,0,0,0,0,0,0,0,0,0,1425,0,0,0,0,0,0,0,550,256,141,71,43,34,27,12,60611,9,3,4,0,0,0,0,0
0,0,1455,0,0,0,0,0,0,0,0,0,0,579,0,0,0,0,0,0,0,0,0,274,156,119,69,49,31,12,9,9295,4,1,2,1,1,0,2,0,60158,0,0,10460,0,0,0,0,0,0,0,0,0,0,1581,0,0,0,0,0,0,0,608,322,166,117,74,29,28,23,64349,14,5,5,2,0,0,0,0
1,2,790,1,2,2,0,0,0,2,0,1,0,223,1,0,1,0,0,0,0,0,1,80,60,16,25,13,10,10,3,8953,5,3,0,1,1,1,0,0,68209,2,1,7273,0,0,0,0,2,0,1,1,0,1,692,2,2,1,0,0,0,0,218,89,36,30,18,20,6,9,63156,4,1,2,3,1,1,5,4
0,0,1321,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,194,142,69,53,19,14,13,8,9241,5,8,4,8,6,0,2,0,63942,0,2,9040,0,0,2,0,0,0,0,0,0,0,1287,0,0,0,0,0,0,0,461,196,118,83,47,37,26,11,63184,12,1,2,5,3,6,1,1
0,0,1231,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,193,109,59,34,19,15,7,5,9687,2,0,0,0,0,0,0,0,63807,0,0,9376,0,0,0,0,0,0,0,0,0,0,1297,0,0,0,0,0,0,0,433,167,90,55,36,17,11,11,62918,6,2,4,0,0,0,0,0
0,0,1158,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,151,62,44,25,8,8,1,1,10153,0,0,0,0,0,0,0,0,67309,0,0,7995,0,0,0,0,0,0,0,0,0,0,1038,0,0,0,0,0,0,0,324,128,74,44,15,13,1,1,61097,2,1,0,0,2,1,0,0
0,0,1921,0,0,0,0,0,0,0,0,0,0,836,0,0,0,0,0,0,0,0,0,377,177,94,68,39,31,14,10,10818,5,4,5,1,2,1,0,0,62216,0,0,10299,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,756,340,171,114,75,51,34,17,59687,17,8,7,3,1,1,0,0
1,0,1254,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,163,87,57,63,26,21,15,8,9489,6,11,3,6,1,3,1,2,63066,0,0,9450,0,0,0,0,0,0,0,0,0,0,1339,0,0,0,0,0,0,0,404,186,96,70,52,21,28,12,63616,8,7,7,4,4,2,3,4
2,3,1405,0,2,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,213,106,73,57,33,31,27,19,10288,6,15,10,6,10,2,7,2,64939,5,1,8871,0,0,0,0,0,0,0,0,0,0,1321,0,0,0,0,0,0,0,482,200,105,66,48,35,21,22,60975,22,16,10,14,13,9,9,5
0,0,1592,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,270,135,101,53,32,28,17,13,10118,6,4,3,0,0,0,0,0,64596,0,0,8783,0,0,0,0,0,0,0,0,0,0,1513,0,0,0,0,0,0,0,552,298,133,74,41,30,22,17,60958,9,5,3,2,2,0,0,0
2,1,1438,0,1,1,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,348,181,102,49,37,31,28,15,9192,14,9,9,6,4,3,3,2,61642,1,3,9827,1,1,0,0,0,0,0,0,0,0,1532,0,0,0,0,0,0,0,607,362,197,120,61,42,19,16,63448,15,13,9,7,9,12,5,3
2,0,1454,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,276,172,85,39,21,19,11,7,9230,9,1,2,3,4,0,2,0,59754,2,1,10970,0,0,0,0,0,0,0,0,0,0,1681,0,0,0,0,0,0,0,595,301,136,64,43,24,15,19,64481,5,13,8,2,2,4,2,1
5,0,1389,2,2,0,0,1,1,1,3,1,0,549,0,0,0,0,0,0,0,0,0,294,166,110,73,62,57,33,18,8935,12,12,8,10,11,7,7,1,61968,3,3,9764,0,1,2,0,1,2,0,0,2,1,1405,0,0,0,0,0,0,0,502,306,192,132,77,75,44,35,63623,16,13,22,17,11,6,3,4
0,0,1259,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,187,96,56,28,20,13,5,5,9507,2,1,3,1,0,0,0,0,63078,0,0,9512,0,0,0,0,0,0,0,0,0,0,1236,0,0,0,0,0,0,0,432,184,90,50,35,15,8,10,63765,9,5,0,2,2,1,0,0
5,3,1722,3,7,5,3,3,1,1,1,1,1,594,0,1,0,0,1,1,0,3,0,341,194,116,87,55,39,34,20,10661,23,17,10,11,5,8,7,6,61873,6,6,10103,2,5,0,7,1,5,1,2,4,2,1741,2,1,1,1,1,2,1,585,317,182,118,95,37,42,30,60727,26,14,16,17,10,8,10,8
1,3,1590,1,1,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,0,340,220,161,117,88,47,54,36,10139,30,13,14,10,7,2,6,2,61251,0,2,10428,3,3,1,1,0,1,1,0,1,2,1683,0,0,0,0,0,0,0,597,358,207,137,113,82,57,45,61358,34,27,16,13,23,8,11,1
3,2,1634,1,0,0,1,1,0,0,2,0,0,708,0,0,0,0,0,0,0,0,0,350,217,100,74,52,40,29,24,9923,15,9,7,4,5,2,2,2,62435,0,1,9793,1,0,1,2,0,1,1,0,2,0,1671,0,0,0,0,0,0,0,670,304,190,129,77,45,33,30,61330,22,15,7,14,9,1,6,3
2,1,1393,1,1,2,2,0,1,1,0,0,0,524,0,0,0,0,0,0,0,0,0,231,130,74,33,16,14,15,5,10096,7,6,5,4,3,1,1,1,66406,2,2,8578,1,1,1,1,1,2,0,0,0,0,1228,0,0,0,0,0,0,0,487,236,136,49,30,13,14,9,60199,8,4,5,2,4,3,1,7
0,0,1529,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,283,136,77,35,20,15,12,6,10264,4,10,2,2,0,1,4,1,63215,0,0,9867,0,0,0,0,0,0,0,0,0,0,1581,0,0,0,0,0,0,0,567,252,119,73,56,23,11,11,61230,6,7,5,10,5,1,0,0
0,0,1546,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,144,55,23,13,3,1,2,0,10799,0,0,0,0,0,0,0,0,65920,0,0,8907,0,0,0,0,0,0,0,0,0,0,1207,0,0,0,0,0,0,0,363,166,63,18,3,1,0,0,60342,0,0,0,0,0,0,0,0
2,1,1691,2,0,1,1,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,279,149,89,43,31,26,14,14,10657,9,13,7,7,1,2,2,3,63405,0,2,9478,1,1,2,1,0,0,0,0,0,0,1602,0,0,0,0,0,0,0,617,273,144,69,50,30,19,19,60592,13,13,10,8,6,3,2,2
0,0,1246,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,179,73,58,42,20,16,10,7,11044,1,1,4,0,1,1,0,0,70156,0,0,7245,0,0,0,0,0,0,0,0,0,0,958,0,0,0,0,0,0,0,366,166,66,49,34,24,20,14,57759,4,1,5,3,1,0,0,0
0,0,1714,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,253,165,78,39,26,19,8,7,11347,5,5,4,0,0,0,0,0,66544,0,0,8504,0,0,0,0,0,0,0,0,0,0,1465,0,0,0,0,0,0,0,564,224,127,62,43,27,13,11,58089,6,5,2,7,4,0,0,0
0,2,1484,1,0,1,1,2,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,246,133,65,43,38,40,15,15,10841,7,3,8,4,7,5,2,3,66361,4,4,8621,4,1,1,1,0,0,0,0,0,0,1304,0,0,0,0,0,0,0,483,233,101,67,43,37,20,23,59175,21,7,6,4,3,3,5,2
0,0,1779,0,0,0,0,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,246,100,71,39,20,12,4,2,11578,0,0,0,0,0,0,0,0,67527,0,0,7951,0,0,0,0,0,0,0,0,0,0,1363,0,0,0,0,0,0,0,530,221,103,61,24,21,15,10,57744,4,2,0,0,0,0,0,0
0,0,1284,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,187,91,56,36,22,15,3,4,11626,4,1,1,1,0,0,0,0,68575,0,0,8050,0,0,0,0,0,0,0,0,0,0,1078,0,0,0,0,0,0,0,338,156,95,59,28,27,11,8,57824,4,2,0,0,0,0,0,0
3,0,2120,1,2,0,0,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,405,250,159,79,52,40,18,20,13849,15,10,8,2,5,5,0,1,67850,2,0,7866,3,2,0,1,1,0,0,1,0,1,1613,1,0,0,0,0,0,0,746,380,238,106,55,35,34,25,53108,14,9,7,10,8,6,4,4
2,1,1660,2,0,3,0,1,0,1,2,0,2,600,0,1,1,0,0,0,0,0,0,297,150,96,79,57,35,31,25,13376,21,20,16,18,16,7,5,6,71328,2,5,6869,6,3,1,0,2,2,0,0,1,1,1213,1,2,0,0,1,0,0,482,244,137,79,66,50,41,36,52792,26,16,14,15,13,6,5,7
0,0,1306,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,228,130,89,53,19,17,12,6,10959,8,6,7,2,1,0,0,0,69150,0,0,7561,0,0,0,0,0,0,0,0,0,0,1142,0,0,0,0,0,0,0,414,217,108,66,46,27,27,16,57911,13,6,2,2,2,0,0,0
